Date time,AverageTemperature,CountStations
202012011840,18.751282051282057,39
202012011850,18.671794871794873,39
202012011900,18.594871794871793,39
202012011910,18.54615384615385,39
202012011920,18.49230769230769,39
202012011930,18.443589743589744,39
202012011940,18.387179487179484,39
202012011950,18.358974358974358,39
202012012000,18.32820512820513,39
202012012010,18.317948717948713,39
202012012020,18.284615384615382,39
202012012030,18.305128205128206,39
202012012040,18.330769230769235,39
202012012050,18.353846153846153,39
202012012100,18.34102564102564,39
202012012110,18.361538461538462,39
202012012120,18.3974358974359,39
202012012130,18.38717948717948,39
202012012140,18.338461538461537,39
202012012150,18.220512820512823,39
202012012200,18.166666666666664,39
202012012210,18.053846153846152,39
202012012220,17.97179487179487,39
202012012230,17.892307692307693,39
202012012240,17.807692307692303,39
202012012250,17.710256410256413,39
202012012300,17.612820512820512,39
202012012310,17.57435897435898,39
202012012320,17.546153846153846,39
202012012330,17.548717948717947,39
202012012340,17.553846153846145,39
202012012350,17.517948717948716,39
202012020000,17.505128205128205,39
202012020010,17.471794871794874,39
202012020020,17.484615384615385,39
202012020030,17.494871794871795,39
202012020040,17.54358974358974,39
202012020050,17.510526315789466,38
202012020100,17.391666666666666,36
202012020110,17.435135135135134,37
202012020120,17.472972972972972,37
202012020130,17.510810810810813,37
202012020140,17.51621621621622,37
202012020150,17.52432432432433,37
202012020200,17.559459459459468,37
202012020210,17.610810810810815,37
202012020220,17.572972972972973,37
202012020230,17.513513513513516,37
202012020240,17.429729729729733,37
202012020250,17.31891891891892,37
202012020300,17.15675675675676,37
202012020310,17.04054054054054,37
202012020320,16.924999999999997,36
202012020330,16.81621621621622,37
202012020340,16.70810810810811,37
202012020350,16.629729729729725,37
202012020400,16.554054054054053,37
202012020410,16.51891891891892,37
202012020420,16.429729729729733,37
202012020430,16.335135135135136,37
202012020440,16.254054054054052,37
202012020450,16.17837837837838,37
202012020500,16.094594594594597,37
202012020510,16.029729729729734,37
202012020520,15.97027027027027,37
202012020530,15.856756756756752,37
202012020540,15.75945945945946,37
202012020550,15.713513513513515,37
202012020600,15.659459459459462,37
202012020610,15.56756756756757,37
202012020620,15.483783783783787,37
202012020630,15.437837837837838,37
202012020640,15.372972972972972,37
202012020650,15.329729729729728,37
202012020700,15.350000000000001,36
202012020710,15.337837837837839,37
202012020720,15.421621621621622,37
202012020730,15.589189189189188,37
202012020740,15.799999999999997,37
202012020750,16.01621621621622,37
202012020800,16.232432432432432,37
202012020810,16.470270270270273,37
202012020820,16.759459459459457,37
202012020830,17.04594594594595,37
202012020840,17.330555555555556,36
202012020850,17.49189189189189,37
202012020900,17.748648648648643,37
202012020910,17.948648648648646,37
202012020920,18.21351351351351,37
202012020930,18.486486486486488,37
202012020940,18.78918918918919,37
202012020950,19.06216216216216,37
202012021000,19.25135135135135,37
202012021010,19.497297297297298,37
202012021020,19.689189189189186,37
202012021030,19.96153846153846,39
202012021040,20.168421052631576,38
202012021050,20.376315789473683,38
202012021100,20.568421052631585,38
202012021110,20.78684210526316,38
202012021120,20.957894736842107,38
202012021130,21.08684210526316,38
202012021140,21.2,38
202012021150,21.331578947368417,38
202012021200,21.34210526315789,38
202012021210,21.38611111111111,36
202012021220,21.47027027027027,37
202012021230,21.47027027027027,37
202012021240,21.524324324324326,37
202012021250,21.64324324324324,37
202012021300,21.602702702702704,37
202012021310,21.847368421052632,38
202012021320,21.894871794871793,39
202012021330,21.912820512820517,39
202012021340,21.992307692307687,39
202012021350,22.038461538461537,39
202012021400,22.07179487179487,39
202012021410,22.07692307692308,39
202012021420,22.08717948717949,39
202012021430,22.141025641025642,39
202012021440,22.04615384615385,39
202012021450,21.982051282051284,39
202012021500,21.92368421052632,38
202012021510,21.881578947368425,38
202012021520,21.767567567567568,37
202012021530,21.774358974358975,39
202012021540,21.67692307692307,39
202012021550,21.57435897435897,39
202012021600,21.443589743589744,39
202012021610,21.302564102564105,39
202012021620,21.164102564102567,39
202012021630,20.976923076923075,39
202012021640,20.84615384615385,39
202012021650,20.656410256410247,39
202012021700,20.431578947368433,38
202012021710,20.228947368421053,38
202012021720,20.065789473684212,38
202012021730,19.928205128205125,39
202012021740,19.743589743589748,39
202012021750,19.579487179487177,39
202012021800,19.45897435897436,39
202012021810,19.358974358974354,39
202012021820,19.24871794871795,39
202012021830,19.15641025641026,39
202012021840,19.094871794871796,39
202012021850,19.0025641025641,39
202012021900,18.897368421052633,38
202012021910,18.812820512820515,39
202012021920,18.760526315789473,38
202012021930,18.71282051282051,39
202012021940,18.610256410256408,39
202012021950,18.553846153846155,39
202012022000,18.451282051282043,39
202012022010,18.356410256410257,39
202012022020,18.292307692307695,39
202012022030,18.223076923076924,39
202012022040,18.158974358974355,39
202012022050,18.079487179487177,39
202012022100,18.038461538461537,39
202012022110,17.987179487179485,39
202012022120,17.91025641025642,39
202012022130,17.874358974358977,39
202012022140,17.802564102564098,39
202012022150,17.766666666666662,39
202012022200,17.751351351351353,37
202012022210,17.816216216216215,37
202012022220,17.592307692307696,39
202012022230,17.569230769230764,39
202012022240,17.502564102564104,39
202012022250,17.428205128205136,39
202012022300,17.410256410256416,39
202012022310,17.405128205128207,39
202012022320,17.31282051282051,39
202012022330,17.282051282051277,39
202012022340,17.189743589743596,39
202012022350,17.092307692307692,39
202012030000,16.984210526315795,38
202012030010,16.880555555555553,36
202012030020,16.82894736842105,38
202012030030,16.739473684210523,38
202012030040,16.644736842105264,38
202012030050,16.58947368421052,38
202012030100,16.51315789473684,38
202012030110,16.41052631578948,38
202012030120,16.31578947368421,38
202012030130,16.231578947368423,38
202012030140,16.16578947368421,38
202012030150,16.099999999999998,38
202012030200,16.021052631578947,38
202012030210,15.94210526315789,38
202012030220,15.85,38
202012030230,15.768421052631577,38
202012030240,15.697368421052632,38
202012030250,15.61578947368421,38
202012030300,15.54473684210526,38
202012030310,15.517948717948721,39
202012030320,15.423076923076923,39
202012030330,15.366666666666669,39
202012030340,15.264102564102567,39
202012030350,15.23076923076923,39
202012030400,15.176923076923076,39
202012030410,15.138461538461542,39
202012030420,15.089743589743588,39
202012030430,15.035897435897436,39
202012030440,14.971794871794872,39
202012030450,14.928205128205121,39
202012030500,14.879487179487182,39
202012030510,14.841025641025643,39
202012030520,14.766666666666675,39
202012030530,14.697435897435899,39
202012030540,14.648717948717948,39
202012030550,14.605128205128207,39
202012030600,14.561538461538463,39
202012030610,14.528205128205135,39
202012030620,14.50769230769231,39
202012030630,14.51025641025641,39
202012030640,14.484615384615385,39
202012030650,14.48974358974359,39
202012030700,14.494871794871793,39
202012030710,14.525641025641026,39
202012030720,14.602564102564097,39
202012030730,14.73076923076923,39
202012030740,14.892307692307694,39
202012030750,15.06923076923077,39
202012030800,15.243589743589743,39
202012030810,15.45897435897436,39
202012030820,15.686842105263155,38
202012030830,15.853846153846153,39
202012030840,16.05384615384616,39
202012030850,16.23589743589744,39
202012030900,16.382051282051286,39
202012030910,16.556410256410256,39
202012030920,16.664102564102564,39
202012030930,16.805128205128206,39
202012030940,17.026315789473678,38
202012030950,17.15128205128205,39
202012031000,17.305263157894736,38
202012031010,17.521052631578943,38
202012031020,17.639473684210525,38
202012031030,17.78684210526316,38
202012031040,17.871052631578948,38
202012031050,18.028947368421054,38
202012031100,18.086842105263155,38
202012031110,18.231578947368416,38
202012031120,18.33947368421052,38
202012031130,18.455263157894734,38
202012031140,18.53421052631579,38
202012031150,18.660526315789475,38
202012031200,18.749999999999996,38
202012031210,18.884210526315787,38
202012031220,18.928947368421053,38
202012031230,18.936842105263153,38
202012031240,19.00526315789473,38
202012031250,19.11578947368421,38
202012031300,19.086842105263155,38
202012031310,19.150000000000002,38
202012031320,19.10789473684211,38
202012031330,19.155263157894737,38
202012031340,19.165789473684214,38
202012031350,19.147368421052633,38
202012031400,19.134210526315794,38
202012031410,19.121052631578944,38
202012031420,19.034210526315793,38
202012031430,18.984210526315792,38
202012031440,18.952631578947372,38
202012031450,18.871052631578948,38
202012031500,18.771052631578947,38
202012031510,18.645945945945947,37
202012031520,18.435135135135127,37
202012031530,18.27027027027027,37
202012031540,18.084210526315786,38
202012031550,17.942105263157902,38
202012031600,17.77368421052632,38
202012031610,17.61052631578947,38
202012031620,17.46923076923077,39
202012031630,17.2923076923077,39
202012031640,17.130769230769232,39
202012031650,16.95897435897436,39
202012031700,16.769230769230774,39
202012031710,16.569230769230774,39
202012031720,16.41025641025641,39
202012031730,16.248717948717946,39
202012031740,16.102564102564102,39
202012031750,15.969230769230771,39
202012031800,15.851282051282052,39
202012031810,15.756410256410257,39
202012031820,15.674358974358974,39
202012031830,15.58461538461538,39
202012031840,15.505128205128203,39
202012031850,15.446153846153843,39
202012031900,15.387179487179491,39
202012031910,15.32564102564103,39
202012031920,15.269230769230766,39
202012031930,15.220512820512822,39
202012031940,15.210256410256408,39
202012031950,15.128205128205126,39
202012032000,15.08205128205128,39
202012032010,15.076923076923075,39
202012032020,15.066666666666665,39
202012032030,14.999999999999996,39
202012032040,14.961538461538458,39
202012032050,14.907692307692306,39
202012032100,14.84358974358974,39
202012032110,14.830769230769233,39
202012032120,14.753846153846156,39
202012032130,14.728205128205127,39
202012032140,14.66923076923077,39
202012032150,14.615384615384619,39
202012032200,14.57435897435897,39
202012032210,14.528205128205126,39
202012032220,14.464102564102562,39
202012032230,14.405128205128204,39
202012032240,14.335897435897433,39
202012032250,14.279487179487178,39
202012032300,14.197435897435899,39
202012032310,14.14102564102564,39
202012032320,14.079487179487177,39
202012032330,14.056410256410254,39
202012032340,14.002564102564106,39
202012032350,13.964102564102568,39
202012040000,13.902564102564103,39
202012040010,13.853846153846153,39
202012040020,13.838461538461539,39
202012040030,13.830769230769237,39
202012040040,13.805128205128202,39
202012040050,13.76923076923077,39
202012040100,13.681578947368424,38
202012040110,13.665789473684212,38
202012040120,13.674358974358976,39
202012040130,13.643589743589747,39
202012040140,13.602564102564102,39
202012040150,13.538461538461542,39
202012040200,13.505128205128203,39
202012040210,13.45897435897436,39
202012040220,13.371794871794878,39
202012040230,13.279487179487178,39
202012040240,13.202564102564105,39
202012040250,13.14871794871795,39
202012040300,13.084615384615383,39
202012040310,13.05128205128205,39
202012040320,12.989743589743586,39
202012040330,12.938461538461537,39
202012040340,12.915384615384617,39
202012040350,12.853846153846156,39
202012040400,12.789743589743594,39
202012040410,12.756410256410257,39
202012040420,12.697435897435897,39
202012040430,12.671794871794871,39
202012040440,12.63333333333333,39
202012040450,12.592307692307688,39
202012040500,12.574358974358976,39
202012040510,12.582051282051282,39
202012040520,12.525641025641026,39
202012040530,12.48974358974359,39
202012040540,12.43846153846154,39
202012040550,12.42051282051282,39
202012040600,12.379487179487182,39
202012040610,12.353846153846153,39
202012040620,12.318421052631578,38
202012040630,12.342105263157896,38
202012040640,12.344736842105263,38
202012040650,12.321052631578947,38
202012040700,12.323684210526318,38
202012040710,12.342105263157896,38
202012040720,12.38421052631579,38
202012040730,12.463157894736842,38
202012040740,12.584210526315792,38
202012040750,12.723684210526313,38
202012040800,12.863157894736844,38
202012040810,13.047368421052632,38
202012040820,13.318421052631574,38
202012040830,13.560526315789476,38
202012040840,13.802631578947365,38
202012040850,14.0,39
202012040900,14.205128205128203,39
202012040910,14.361538461538462,39
202012040920,14.520512820512822,39
202012040930,14.697435897435902,39
202012040940,14.88461538461539,39
202012040950,15.056410256410254,39
202012041000,15.258974358974356,39
202012041010,15.502564102564103,39
202012041020,15.682051282051276,39
202012041030,15.889743589743588,39
202012041040,15.946153846153843,39
202012041050,16.115384615384617,39
202012041100,16.246153846153845,39
202012041110,16.430769230769236,39
202012041120,16.55128205128205,39
202012041130,16.720512820512823,39
202012041140,16.774358974358975,39
202012041150,16.856410256410257,39
202012041200,17.002564102564104,39
202012041210,17.110256410256408,39
202012041220,17.184615384615388,39
202012041230,17.202564102564104,39
202012041240,17.23589743589744,39
202012041250,17.27435897435898,39
202012041300,17.446153846153845,39
202012041310,17.456410256410255,39
202012041320,17.512820512820515,39
202012041330,17.541025641025644,39
202012041340,17.53076923076923,39
202012041350,17.489743589743586,39
202012041400,17.551282051282055,39
202012041410,17.643589743589743,39
202012041420,17.582051282051285,39
202012041430,17.63846153846154,39
202012041440,17.61794871794872,39
202012041450,17.553846153846155,39
202012041500,17.52307692307692,39
202012041510,17.50769230769231,39
202012041520,17.5025641025641,39
202012041530,17.40769230769231,39
202012041540,17.32307692307693,39
202012041550,17.289743589743594,39
202012041600,17.17179487179488,39
202012041610,17.06923076923077,39
202012041620,16.928205128205125,39
202012041630,16.807692307692307,39
202012041640,16.651282051282053,39
202012041650,16.507692307692306,39
202012041700,16.335897435897433,39
202012041710,16.169230769230772,39
202012041720,15.99230769230769,39
202012041730,,0
202012041740,15.707692307692309,39
202012041750,15.584615384615384,39
202012041800,,0
202012041810,15.43076923076923,39
202012041820,,0
202012041830,15.282051282051283,39
202012041840,15.194871794871792,39
202012041850,15.125641025641029,39
202012041900,15.043589743589745,39
202012041910,,0
202012041920,14.90263157894737,38
202012041930,14.828205128205127,39
202012041940,,0
202012041950,14.692307692307692,39
202012042000,14.64871794871795,39
202012042010,,0
202012042020,14.551282051282055,39
202012042030,14.507692307692306,39
202012042040,14.441025641025643,39
202012042050,14.435897435897436,39
202012042100,14.3974358974359,39
202012042110,14.384615384615378,39
202012042120,14.443589743589742,39
202012042130,14.443589743589746,39
202012042140,,0
202012042150,14.441025641025645,39
202012042200,14.466666666666669,39
202012042210,14.469230769230771,39
202012042220,14.461538461538465,39
202012042230,14.433333333333334,39
202012042240,14.420512820512823,39
202012042250,14.392307692307691,39
202012042300,14.41025641025641,39
202012042310,,0
202012042320,14.41025641025641,39
202012042330,14.382051282051279,39
202012042340,,0
202012042350,14.338461538461546,39
202012050000,14.302564102564107,39
202012050010,,0
202012050020,14.23589743589744,39
202012050030,14.194871794871798,39
202012050040,,0
202012050050,14.107692307692309,39
202012050100,14.066666666666665,39
202012050110,,0
202012050120,14.030769230769232,39
202012050130,14.025641025641026,39
202012050140,,0
202012050150,14.002564102564106,39
202012050200,13.98974358974359,39
202012050210,,0
202012050220,13.956410256410253,39
202012050230,13.912820512820513,39
202012050240,,0
202012050250,13.892307692307696,39
202012050300,13.848717948717953,39
202012050310,,0
202012050320,13.769230769230766,39
202012050330,13.723076923076924,39
202012050340,,0
202012050350,13.623076923076924,39
202012050400,13.594871794871796,39
202012050410,,0
202012050420,13.487179487179487,39
202012050430,13.451282051282051,39
202012050440,13.392307692307696,39
202012050450,13.335897435897433,39
202012050500,,0
202012050510,13.26666666666667,39
202012050520,,0
202012050530,13.164102564102567,39
202012050540,13.110256410256408,39
202012050550,,0
202012050600,12.966666666666665,39
202012050610,,0
202012050620,12.828205128205129,39
202012050630,12.753846153846156,39
202012050640,,0
202012050650,12.538461538461538,39
202012050700,12.441025641025641,39
202012050710,,0
202012050720,12.430769230769231,39
202012050730,12.479487179487176,39
202012050740,,0
202012050750,12.682051282051281,39
202012050800,12.78974358974359,39
202012050810,,0
202012050820,13.133333333333331,39
202012050830,13.35128205128205,39
202012050840,,0
202012050850,13.81794871794872,39
202012050900,14.038461538461538,39
202012050910,,0
202012050920,14.564102564102567,39
202012050930,14.782051282051283,39
202012050940,15.035897435897432,39
202012050950,15.294871794871797,39
202012051000,,0
202012051010,15.838461538461543,39
202012051020,,0
202012051030,16.351282051282052,39
202012051040,16.556410256410256,39
202012051050,,0
202012051100,17.002564102564104,39
202012051110,,0
202012051120,17.374358974358973,39
202012051130,17.53589743589744,39
202012051140,17.797435897435896,39
202012051150,17.841025641025638,39
202012051200,,0
202012051210,18.15384615384615,39
202012051220,,0
202012051230,18.384615384615383,39
202012051240,18.505128205128205,39
202012051250,,0
202012051300,18.689743589743593,39
202012051310,18.879487179487178,39
202012051320,19.048717948717947,39
202012051330,19.13076923076923,39
202012051340,19.18205128205128,39
202012051350,19.25384615384615,39
202012051400,19.217948717948723,39
202012051410,,0
202012051420,19.2948717948718,39
202012051430,19.289743589743598,39
202012051440,19.34871794871795,39
202012051450,19.371794871794872,39
202012051500,,0
202012051510,19.315384615384612,39
202012051520,,0
202012051530,19.261538461538464,39
202012051540,19.235897435897435,39
202012051550,19.182051282051273,39
202012051600,19.09487179487179,39
202012051610,,0
202012051620,18.84615384615385,39
202012051630,18.674358974358977,39
202012051640,18.466666666666665,39
202012051650,18.297435897435903,39
202012051700,18.076923076923077,39
202012051710,17.879487179487175,39
202012051720,17.648717948717945,39
202012051730,17.39743589743589,39
202012051740,17.13333333333333,39
202012051750,16.91794871794871,39
202012051800,16.71282051282052,39
202012051810,16.528205128205126,39
202012051820,16.384615384615387,39
202012051830,16.282051282051277,39
202012051840,16.17692307692307,39
202012051850,16.128205128205128,39
202012051900,16.082051282051278,39
202012051910,16.007692307692306,39
202012051920,15.938461538461533,39
202012051930,15.902564102564101,39
202012051940,15.838461538461537,39
202012051950,15.758974358974356,39
202012052000,15.664102564102569,39
202012052010,15.58974358974359,39
202012052020,15.487179487179487,39
202012052030,15.43076923076923,39
202012052040,15.335897435897436,39
202012052050,15.317948717948715,39
202012052100,15.294871794871797,39
202012052110,15.253846153846151,39
202012052120,15.215384615384618,39
202012052130,15.112820512820512,39
202012052140,15.030769230769229,39
202012052150,14.979487179487187,39
202012052200,14.925641025641024,39
202012052210,14.88974358974359,39
202012052220,14.838461538461543,39
202012052230,14.823076923076927,39
202012052240,14.769230769230775,39
202012052250,14.853846153846153,39
202012052300,14.925641025641026,39
202012052310,15.01282051282051,39
202012052320,15.123076923076923,39
202012052330,15.233333333333334,39
202012052340,15.282051282051288,39
202012052350,15.384615384615385,39
202012060000,15.469230769230766,39
202012060010,15.54102564102564,39
202012060020,15.584615384615386,39
202012060030,15.582051282051284,39
202012060040,15.612820512820516,39
202012060050,15.566666666666666,39
202012060100,15.502564102564103,39
202012060110,15.458974358974356,39
202012060120,15.358974358974361,39
202012060130,15.241025641025645,39
202012060140,15.141025641025635,39
202012060150,15.020512820512822,39
202012060200,14.892307692307694,39
202012060210,14.766666666666666,39
202012060220,14.658974358974364,39
202012060230,14.556410256410258,39
202012060240,14.474358974358978,39
202012060250,14.374358974358978,39
202012060300,14.284615384615385,39
202012060310,14.212820512820512,39
202012060320,14.128205128205126,39
202012060330,14.051282051282055,39
202012060340,13.956410256410262,39
202012060350,13.90769230769231,39
202012060400,13.835897435897436,39
202012060410,13.756410256410257,39
202012060420,13.710256410256406,39
202012060430,13.705128205128199,39
202012060440,13.676923076923076,39
202012060450,13.64102564102564,39
202012060500,13.615384615384613,39
202012060510,13.6,39
202012060520,13.574358974358976,39
202012060530,13.558974358974357,39
202012060540,13.538461538461535,39
202012060550,13.523076923076923,39
202012060600,13.512820512820516,39
202012060610,13.456410256410253,39
202012060620,13.376923076923077,39
202012060630,13.353846153846153,39
202012060640,13.289743589743592,39
202012060650,13.258974358974356,39
202012060700,13.212820512820514,39
202012060710,13.220512820512818,39
202012060720,13.292307692307691,39
202012060730,13.41025641025641,39
202012060740,13.58974358974359,39
202012060750,13.792307692307691,39
202012060800,14.046153846153842,39
202012060810,14.351282051282052,39
202012060820,14.687179487179488,39
202012060830,14.961538461538462,39
202012060840,15.256410256410254,39
202012060850,15.556410256410258,39
202012060900,15.82820512820513,39
202012060910,16.115384615384617,39
202012060920,16.489743589743597,39
202012060930,16.866666666666664,39
202012060940,17.184615384615388,39
202012060950,17.42105263157895,38
202012061000,17.635897435897437,39
202012061010,17.879487179487178,39
202012061020,18.182051282051283,39
202012061030,18.37948717948718,39
202012061040,18.548717948717947,39
202012061050,18.81282051282051,39
202012061100,18.982051282051284,39
202012061110,19.251282051282047,39
202012061120,19.28461538461539,39
202012061130,19.57435897435898,39
202012061140,19.77948717948718,39
202012061150,19.925641025641028,39
202012061200,20.04358974358974,39
202012061210,20.253846153846155,39
202012061220,20.374358974358977,39
202012061230,20.405128205128197,39
202012061240,20.58205128205128,39
202012061250,20.71025641025641,39
202012061300,20.797435897435896,39
202012061310,20.876923076923077,39
202012061320,21.145945945945947,37
202012061330,21.079487179487177,39
202012061340,21.133333333333333,39
202012061350,21.117948717948714,39
202012061400,21.020512820512824,39
202012061410,21.05641025641025,39
202012061420,21.074358974358976,39
202012061430,21.09230769230769,39
202012061440,21.02307692307692,39
202012061450,21.048717948717943,39
202012061500,20.96410256410256,39
202012061510,20.897435897435894,39
202012061520,20.820512820512825,39
202012061530,20.62051282051282,39
202012061540,20.443589743589744,39
202012061550,20.323076923076922,39
202012061600,20.22564102564103,39
202012061610,20.11282051282052,39
202012061620,19.97692307692307,39
202012061630,19.72051282051282,39
202012061640,19.48461538461538,39
202012061650,19.23589743589744,39
202012061700,19.02307692307692,39
202012061710,18.78717948717949,39
202012061720,18.515384615384612,39
202012061730,18.276923076923083,39
202012061740,18.056410256410253,39
202012061750,17.851282051282055,39
202012061800,17.66153846153846,39
202012061810,17.487179487179485,39
202012061820,17.32051282051282,39
202012061830,17.174358974358974,39
202012061840,17.099999999999998,37
202012061850,16.88947368421053,38
202012061900,16.786842105263155,38
202012061910,16.68421052631579,38
202012061920,16.626315789473686,38
202012061930,16.571052631578947,38
202012061940,16.547368421052635,38
202012061950,16.494736842105258,38
202012062000,16.468421052631577,38
202012062010,16.463157894736838,38
202012062020,16.468421052631573,38
202012062030,16.460526315789473,38
202012062040,16.368421052631575,38
202012062050,16.307894736842105,38
202012062100,16.228947368421053,38
202012062110,16.197368421052634,38
202012062120,16.173684210526318,38
202012062130,16.107894736842102,38
202012062140,16.063157894736843,38
202012062150,16.028947368421058,38
202012062200,15.981578947368419,38
202012062210,15.971052631578948,38
202012062220,15.95526315789474,38
202012062230,15.905263157894739,38
202012062240,15.876315789473683,38
202012062250,15.881578947368425,38
202012062300,15.921052631578945,38
202012062310,15.989473684210523,38
202012062320,16.042105263157897,38
202012062330,16.107894736842105,38
202012062340,16.2,38
202012062350,16.323684210526313,38
202012070000,16.389473684210525,38
202012070010,16.45526315789474,38
202012070020,16.51578947368421,38
202012070030,16.607894736842102,38
202012070040,16.700000000000003,38
202012070050,16.799999999999997,38
202012070100,16.88157894736842,38
202012070110,16.984210526315792,38
202012070120,17.05526315789474,38
202012070130,17.113157894736844,38
202012070140,17.131578947368418,38
202012070150,17.160526315789472,38
202012070200,17.19736842105263,38
202012070210,17.202631578947372,38
202012070220,17.2421052631579,38
202012070230,17.226315789473688,38
202012070240,17.143243243243248,37
202012070250,17.163157894736845,38
202012070300,17.139473684210525,38
202012070310,17.0578947368421,38
202012070320,16.971052631578942,38
202012070330,16.85789473684211,38
202012070340,16.72894736842105,38
202012070350,16.576315789473686,38
202012070400,16.44736842105263,38
202012070410,16.339473684210525,38
202012070420,16.244736842105265,38
202012070430,16.207894736842103,38
202012070440,16.18157894736842,38
202012070450,16.157894736842106,38
202012070500,16.226315789473684,38
202012070510,16.278947368421058,38
202012070520,16.28157894736842,38
202012070530,16.331578947368424,38
202012070540,16.40526315789474,38
202012070550,16.460526315789473,38
202012070600,16.52105263157895,38
202012070610,16.63157894736842,38
202012070620,16.768421052631577,38
202012070630,16.813157894736843,38
202012070640,16.844736842105267,38
202012070650,16.873684210526324,38
202012070700,16.913157894736845,38
202012070710,16.99473684210527,38
202012070720,17.134210526315787,38
202012070730,17.23947368421053,38
202012070740,17.347368421052632,38
202012070750,17.423684210526314,38
202012070800,17.518421052631577,38
202012070810,17.64736842105263,38
202012070820,17.77894736842105,38
202012070830,17.90789473684211,38
202012070840,18.05526315789474,38
202012070850,18.244736842105265,38
202012070900,18.365789473684206,38
202012070910,18.513157894736842,38
202012070920,18.639473684210525,38
202012070930,18.8,38
202012070940,18.944736842105257,38
202012070950,19.10789473684211,38
202012071000,19.286842105263155,38
202012071010,19.49473684210527,38
202012071020,19.765789473684208,38
202012071030,19.986842105263158,38
202012071040,20.165789473684207,38
202012071050,20.381578947368425,38
202012071100,20.60526315789473,38
202012071110,20.742105263157892,38
202012071120,20.902631578947368,38
202012071130,21.186842105263157,38
202012071140,21.40789473684211,38
202012071150,21.74473684210527,38
202012071200,21.950000000000003,38
202012071210,22.06578947368421,38
202012071220,22.181578947368415,38
202012071230,22.44473684210526,38
202012071240,22.512820512820518,39
202012071250,22.59487179487179,39
202012071300,22.710256410256413,39
202012071310,22.738461538461536,39
202012071320,22.85641025641026,39
202012071330,22.912820512820517,39
202012071340,23.058974358974353,39
202012071350,23.1051282051282,39
202012071400,23.233333333333334,39
202012071410,23.1948717948718,39
202012071420,23.230769230769226,39
